action,month,day,hour,count,sum,avg,std,step
PAYMENT,0,16,12,138,1537498.96,11141.30,498.61,396
DEBIT,0,16,12,18,45542.01,2530.11,220.79,396
TRANSFER,0,16,12,63,32299738.57,512694.26,33964.03,396
CASH_OUT,0,16,12,213,29506352.95,138527.48,4335.46,396
CASH_IN,0,16,13,275,44775947.84,162821.63,5112.07,397
PAYMENT,0,16,13,196,3169005.12,16168.39,578.82,397
DEBIT,0,16,13,26,89221.43,3431.59,516.09,397
TRANSFER,0,16,13,49,35792137.25,730451.78,52821.94,397
CASH_OUT,0,16,13,277,38809612.14,140106.90,3908.74,397
TRANSFER,0,16,14,1,4399093.12,4399093.12,0.00,398
CASH_OUT,0,16,14,1,4399093.12,4399093.12,0.00,398
TRANSFER,0,16,15,1,7228788.33,7228788.33,0.00,399
CASH_OUT,0,16,15,1,7228788.33,7228788.33,0.00,399
TRANSFER,0,16,16,1,3615086.87,3615086.87,0.00,400
CASH_OUT,0,16,16,1,3615086.87,3615086.87,0.00,400
TRANSFER,0,16,17,2,9218295.77,4609147.88,1053628.93,401
CASH_OUT,0,16,17,2,9218295.77,4609147.88,1053628.93,401
TRANSFER,0,16,18,1,4052222.55,4052222.55,0.00,402
CASH_OUT,0,16,18,1,4052222.55,4052222.55,0.00,402
CASH_IN,0,16,19,541,73162088.34,135234.91,3301.10,403
PAYMENT,0,16,19,400,2891298.89,7228.25,198.06,403
DEBIT,0,16,19,29,55879.57,1926.88,207.11,403
TRANSFER,0,16,19,103,39569301.33,384167.97,18668.18,403
CASH_OUT,0,16,19,592,63588994.46,107413.84,1957.74,403
CASH_IN,0,16,20,1443,180929619.07,125384.35,1910.31,404
PAYMENT,0,16,20,1373,8635330.22,6289.39,84.81,404
DEBIT,0,16,20,116,298816.12,2576.00,216.28,404
TRANSFER,0,16,20,257,66080876.24,257124.03,8522.78,404
CASH_OUT,0,16,20,1335,130173886.50,97508.53,1271.70,404
CASH_IN,0,16,21,1107,137802119.75,124482.49,2150.80,405
PAYMENT,0,16,21,1468,8992767.46,6125.86,78.84,405
DEBIT,0,16,21,105,274525.86,2614.53,147.42,405
TRANSFER,0,16,21,191,40046869.14,209669.47,20792.21,405
CASH_OUT,0,16,21,783,75177343.48,96011.93,5063.66,405
CASH_IN,0,16,22,819,94979566.50,115970.17,2363.20,406
PAYMENT,0,16,22,1302,9961981.34,7651.29,111.10,406
DEBIT,0,16,22,84,231760.87,2759.06,156.97,406
TRANSFER,0,16,22,153,39599250.28,258818.63,52945.57,406
CASH_OUT,0,16,22,451,57896976.80,128374.67,18044.28,406
CASH_IN,0,16,23,460,66344105.07,144226.32,3528.52,407
PAYMENT,0,16,23,1067,6528887.90,6118.92,95.81,407
DEBIT,0,16,23,76,179741.69,2365.02,122.92,407
TRANSFER,0,16,23,104,29207804.30,280844.27,77717.56,407
CASH_OUT,0,16,23,164,21917821.26,133645.25,49569.79,407
CASH_IN,0,17,0,476,55337780.15,116255.84,2985.80,408
PAYMENT,0,17,0,1112,4529009.00,4072.85,57.73,408
DEBIT,0,17,0,120,311427.98,2595.23,102.66,408
TRANSFER,0,17,0,110,49287369.88,448067.00,107858.59,408
CASH_OUT,0,17,0,116,38722117.37,333811.36,102961.73,408
CASH_IN,0,17,1,13,1969255.98,151481.23,25728.34,409
PAYMENT,0,17,1,15,45609.62,3040.64,322.90,409
DEBIT,0,17,1,3,3458.39,1152.80,334.20,409
TRANSFER,0,17,1,4,5994478.33,1498619.58,1521693.65,409
CASH_OUT,0,17,1,3,5603118.98,1867706.33,2193512.78,409
CASH_IN,0,17,5,2,333085.17,166542.58,125420.59,413
PAYMENT,0,17,5,10,16893.33,1689.33,207.10,413
TRANSFER,0,17,5,2,6472513.23,3236256.62,4496868.89,413
CASH_OUT,0,17,5,1,6416023.10,6416023.10,0.00,413
TRANSFER,0,17,7,4,13727438.13,3431859.53,1407367.57,415
CASH_OUT,0,17,7,3,13727428.13,4575809.38,728473.80,415
CASH_IN,0,17,8,145,19690046.42,135793.42,6765.08,416
PAYMENT,0,17,8,181,733059.64,4050.05,146.81,416
DEBIT,0,17,8,10,21857.87,2185.79,337.33,416
TRANSFER,0,17,8,21,4283765.84,203988.85,36919.42,416
CASH_OUT,0,17,8,97,11046490.13,113881.34,6205.93,416
TRANSFER,0,17,9,2,5000960.61,2500480.31,3536199.02,417
CASH_OUT,0,17,9,1,5000950.61,5000950.61,0.00,417
TRANSFER,0,17,10,3,13592471.23,4530823.74,1788106.93,418
CASH_OUT,0,17,10,3,13592471.23,4530823.74,1788106.93,418
CASH_IN,0,17,11,109,15705460.90,144086.80,7714.20,419
PAYMENT,0,17,11,70,2685159.45,38359.42,2622.05,419
DEBIT,0,17,11,6,13050.89,2175.15,454.99,419
TRANSFER,0,17,11,15,4419302.11,294620.14,40786.47,419
CASH_OUT,0,17,11,99,12222071.97,123455.27,6016.41,419
CASH_IN,0,17,12,207,29278213.12,141440.64,5534.51,420
PAYMENT,0,17,12,139,888392.43,6391.31,304.60,420
DEBIT,0,17,12,18,50157.03,2786.50,398.30,420
TRANSFER,0,17,12,40,17940726.59,448518.16,50897.38,420
CASH_OUT,0,17,12,232,35671010.48,153754.36,4662.29,420
TRANSFER,0,17,13,1,3095297.11,3095297.11,0.00,421
CASH_OUT,0,17,13,1,3095297.11,3095297.11,0.00,421
CASH_IN,0,17,14,96,15803552.99,164620.34,9543.24,422
PAYMENT,0,17,14,56,1189893.34,21248.10,1717.42,422
DEBIT,0,17,14,6,18013.86,3002.31,1076.15,422
TRANSFER,0,17,14,19,18946743.14,997197.01,153459.61,422
CASH_OUT,0,17,14,82,14924375.14,182004.57,35802.54,422
CASH_IN,0,17,15,55,8815951.35,160290.02,11107.46,423
PAYMENT,0,17,15,33,178708.82,5415.42,405.50,423
DEBIT,0,17,15,6,26049.94,4341.66,2569.05,423
TRANSFER,0,17,15,16,6823364.21,426460.26,207186.25,423
CASH_OUT,0,17,15,55,10641955.09,193490.09,60882.64,423
TRANSFER,0,17,16,1,4360734.83,4360734.83,0.00,424
CASH_OUT,0,17,16,1,4360734.83,4360734.83,0.00,424
TRANSFER,0,17,17,1,20.00,20.00,0.00,425
CASH_IN,0,17,18,386,55318522.86,143312.24,3990.43,426
PAYMENT,0,17,18,277,1922773.32,6941.42,205.18,426
DEBIT,0,17,18,28,55743.68,1990.85,152.34,426
TRANSFER,0,17,18,79,24026660.11,304134.94,62309.86,426
CASH_OUT,0,17,18,430,60647663.74,141041.08,11694.63,426
TRANSFER,0,17,19,2,6061121.75,3030560.88,546232.30,427
CASH_OUT,0,17,19,2,6061121.75,3030560.88,546232.30,427
CASH_IN,0,17,20,231,25801252.91,111693.74,4527.23,428
PAYMENT,0,17,20,176,572006.54,3250.04,120.57,428
DEBIT,0,17,20,15,41610.52,2774.03,314.20,428
TRANSFER,0,17,20,42,14448289.31,344006.89,99486.86,428
CASH_OUT,0,17,20,199,24107238.40,121141.90,21715.61,428
CASH_IN,0,17,21,151,14523785.82,96184.01,4936.90,429
PAYMENT,0,17,21,177,599375.21,3386.30,117.14,429
DEBIT,0,17,21,10,30091.00,3009.10,529.02,429
TRANSFER,0,17,21,20,3046200.51,152310.03,16474.70,429
CASH_OUT,0,17,21,133,11277068.28,84789.99,2795.73,429
TRANSFER,0,17,22,4,7556080.88,1889020.22,1264984.69,430
CASH_OUT,0,17,22,2,7556060.88,3778030.44,358103.41,430
CASH_IN,0,17,23,99,9452160.89,95476.37,5643.90,431
PAYMENT,0,17,23,238,1074092.08,4512.99,148.42,431
DEBIT,0,17,23,13,34562.17,2658.63,527.25,431
TRANSFER,0,17,23,14,9174445.39,655317.53,362984.41,431
CASH_OUT,0,17,23,22,9306547.71,423024.90,234336.29,431
TRANSFER,0,18,0,2,6779025.09,3389512.55,436887.90,432
CASH_OUT,0,18,0,2,6779025.09,3389512.55,436887.90,432
TRANSFER,0,18,1,1,2846535.70,2846535.70,0.00,433
CASH_OUT,0,18,1,1,2846535.70,2846535.70,0.00,433
TRANSFER,0,18,2,2,8105831.63,4052915.81,2132204.48,434
CASH_OUT,0,18,2,2,8105831.63,4052915.81,2132204.48,434
TRANSFER,0,18,3,1,4011384.38,4011384.38,0.00,435
CASH_OUT,0,18,3,1,4011384.38,4011384.38,0.00,435
CASH_IN,0,18,4,1,78329.95,78329.95,0.00,436
PAYMENT,0,18,4,3,3829.80,1276.60,730.54,436
TRANSFER,0,18,5,1,20.00,20.00,0.00,437
TRANSFER,0,18,6,1,4449444.44,4449444.44,0.00,438
CASH_OUT,0,18,6,1,4449444.44,4449444.44,0.00,438
CASH_IN,0,18,7,44,5764676.00,131015.36,9135.04,439
PAYMENT,0,18,7,105,291409.77,2775.33,138.91,439
DEBIT,0,18,7,4,10172.92,2543.23,865.04,439
TRANSFER,0,18,7,4,706807.63,176701.91,77033.50,439
CASH_OUT,0,18,7,2,201805.81,100902.91,25972.32,439
CASH_IN,0,18,10,85,9243962.73,108752.50,7534.32,442
PAYMENT,0,18,10,72,261425.08,3630.90,227.96,442
DEBIT,0,18,10,7,32893.87,4699.12,928.05,442
TRANSFER,0,18,10,23,4606052.29,200263.14,23485.36,442
CASH_OUT,0,18,10,75,8372753.35,111636.71,5087.91,442
TRANSFER,0,18,11,1,3355247.98,3355247.98,0.00,443
CASH_OUT,0,18,11,1,3355247.98,3355247.98,0.00,443
TRANSFER,0,18,12,2,7668004.95,3834002.48,898885.54,444
CASH_OUT,0,18,12,2,7668004.95,3834002.48,898885.54,444
TRANSFER,0,18,13,1,3659434.53,3659434.53,0.00,445
CASH_OUT,0,18,13,1,3659434.53,3659434.53,0.00,445
TRANSFER,0,18,14,1,2405090.59,2405090.59,0.00,446
CASH_OUT,0,18,14,1,2405090.59,2405090.59,0.00,446
CASH_IN,0,18,16,182,20894142.53,114802.98,4638.54,448
PAYMENT,0,18,16,147,1252733.05,8521.99,363.15,448
DEBIT,0,18,16,9,19854.42,2206.05,244.86,448
TRANSFER,0,18,16,48,23587924.62,491415.10,165298.57,448
CASH_OUT,0,18,16,175,31321668.90,178980.97,46551.15,448
CASH_IN,0,18,17,95,12648720.94,133144.43,8011.23,449
PAYMENT,0,18,17,68,399954.62,5881.69,305.09,449
DEBIT,0,18,17,5,13965.79,2793.16,1736.11,449
TRANSFER,0,18,17,10,2019817.60,201981.76,37733.72,449
CASH_OUT,0,18,17,96,12028885.62,125300.89,5939.95,449
TRANSFER,0,18,18,1,20.00,20.00,0.00,450
CASH_IN,0,18,19,284,32906194.76,115866.88,4059.56,451
PAYMENT,0,18,19,263,1092002.64,4152.10,121.57,451
DEBIT,0,18,19,23,40003.93,1739.30,204.97,451
TRANSFER,0,18,19,49,11962749.45,244137.74,77888.40,451
CASH_OUT,0,18,19,313,35058700.12,112008.63,12305.89,451
CASH_IN,0,18,20,5,480616.42,96123.28,37173.20,452
PAYMENT,0,18,20,5,28136.38,5627.28,1565.29,452
TRANSFER,0,18,20,1,79832.74,79832.74,0.00,452
CASH_OUT,0,18,20,4,534019.33,133504.83,35048.01,452
TRANSFER,0,18,21,5,24697273.59,4939454.72,1267465.23,453
CASH_OUT,0,18,21,5,24697273.59,4939454.72,1267465.23,453
TRANSFER,0,18,22,2,6374560.47,3187280.24,768483.08,454
CASH_OUT,0,18,22,2,6374560.47,3187280.24,768483.08,454
CASH_IN,0,18,23,44,4455397.60,101259.04,9232.05,455
PAYMENT,0,18,23,114,834364.34,7318.99,322.29,455
DEBIT,0,18,23,9,17969.62,1996.62,184.13,455
TRANSFER,0,18,23,8,4350835.96,543854.49,448819.40,455
CASH_OUT,0,18,23,18,4425616.85,245867.60,195534.23,455
TRANSFER,0,19,0,1,3883970.49,3883970.49,0.00,456
CASH_OUT,0,19,0,1,3883970.49,3883970.49,0.00,456
TRANSFER,0,19,1,2,8481261.40,4240630.70,5272006.60,457
CASH_OUT,0,19,1,2,8481261.40,4240630.70,5272006.60,457
CASH_IN,0,19,2,11,1066095.38,96917.76,18490.00,458
PAYMENT,0,19,2,18,44011.31,2445.07,171.18,458
DEBIT,0,19,2,2,3396.11,1698.06,125.63,458
TRANSFER,0,19,2,3,10948416.51,3649472.17,2179111.14,458
CASH_OUT,0,19,2,2,10847905.90,5423952.95,318448.12,458
TRANSFER,0,19,4,1,10.00,10.00,0.00,460
TRANSFER,0,19,6,4,14856060.24,3714015.06,1947900.92,462
CASH_OUT,0,19,6,3,14856040.24,4952013.41,1984765.92,462
TRANSFER,0,19,7,2,9599720.92,4799860.46,652866.05,463
CASH_OUT,0,19,7,2,9599720.92,4799860.46,652866.05,463
TRANSFER,0,19,8,1,7181695.56,7181695.56,0.00,464
CASH_OUT,0,19,8,1,7181695.56,7181695.56,0.00,464
CASH_IN,0,19,10,54,8021421.86,148544.85,11114.02,466
PAYMENT,0,19,10,57,666936.85,11700.65,633.75,466
DEBIT,0,19,10,8,31979.16,3997.39,599.45,466
TRANSFER,0,19,10,18,16292351.89,905130.66,120283.94,466
CASH_OUT,0,19,10,54,6936278.86,128449.61,8478.68,466
TRANSFER,0,19,11,1,20.00,20.00,0.00,467
TRANSFER,0,19,12,3,9202544.46,3067514.82,1879123.74,468
CASH_OUT,0,19,12,2,9202494.46,4601247.23,102046.35,468
CASH_IN,0,19,13,492,80045636.67,162694.38,4147.95,469
PAYMENT,0,19,13,337,2751731.17,8165.37,247.87,469
DEBIT,0,19,13,35,101850.37,2910.01,294.58,469
TRANSFER,0,19,13,134,62834935.65,468917.43,30951.81,469
CASH_OUT,0,19,13,492,73418789.05,149225.18,7306.98,469
CASH_IN,0,19,15,230,34205966.80,148721.59,5231.72,471
PAYMENT,0,19,15,136,1505881.50,11072.66,527.79,471
DEBIT,0,19,15,15,27666.96,1844.46,558.17,471
TRANSFER,0,19,15,41,17807954.17,434340.35,52511.20,471
CASH_OUT,0,19,15,208,31282438.10,150396.34,10592.12,471
TRANSFER,0,19,16,1,4564091.74,4564091.74,0.00,472
CASH_OUT,0,19,16,1,4564091.74,4564091.74,0.00,472
TRANSFER,0,19,17,1,50.00,50.00,0.00,473
CASH_IN,0,19,18,192,28295617.69,147373.01,6210.48,474
PAYMENT,0,19,18,139,769253.65,5534.20,228.65,474
DEBIT,0,19,18,11,36263.40,3296.67,845.01,474
TRANSFER,0,19,18,28,13845952.40,494498.30,56489.20,474
CASH_OUT,0,19,18,228,30712671.89,134704.70,4730.78,474
CASH_IN,0,19,20,319,45573111.60,142862.42,4575.88,476
PAYMENT,0,19,20,251,1673783.10,6668.46,221.74,476
DEBIT,0,19,20,24,54311.06,2262.96,271.90,476
TRANSFER,0,19,20,49,27554212.29,562330.86,178172.25,476
CASH_OUT,0,19,20,295,45109506.16,152913.58,30608.30,476
CASH_IN,0,19,22,128,16508385.12,128971.76,6181.77,478
PAYMENT,0,19,22,255,1555168.17,6098.70,195.98,478
DEBIT,0,19,22,10,18299.32,1829.93,259.94,478
TRANSFER,0,19,22,20,18937762.32,946888.12,560121.35,478
CASH_OUT,0,19,22,61,21104621.72,345977.41,185542.23,478
CASH_IN,0,19,23,47,5132149.07,109194.66,9839.20,479
PAYMENT,0,19,23,114,427725.07,3751.97,163.15,479
DEBIT,0,19,23,4,9110.45,2277.61,655.10,479
TRANSFER,0,19,23,9,5786323.31,642924.81,578249.21,479
CASH_OUT,0,19,23,7,5465251.63,780750.23,759971.83,479
TRANSFER,0,20,2,2,3186384.55,1593192.27,2253085.84,482
CASH_OUT,0,20,2,1,3186364.55,3186364.55,0.00,482
CASH_IN,0,20,3,2,44751.31,22375.65,19106.54,483
PAYMENT,0,20,3,1,1224.02,1224.02,0.00,483
TRANSFER,0,20,3,4,7104216.90,1776054.23,1145283.03,483
CASH_OUT,0,20,3,2,6818080.75,3409040.38,1066225.04,483
TRANSFER,0,20,5,1,9303388.16,9303388.16,0.00,485
CASH_OUT,0,20,5,1,9303388.16,9303388.16,0.00,485
TRANSFER,0,20,6,1,2584580.48,2584580.48,0.00,486
CASH_OUT,0,20,6,1,2584580.48,2584580.48,0.00,486
CASH_IN,0,20,7,45,6548850.87,145530.02,12438.14,487
PAYMENT,0,20,7,102,264699.61,2595.09,116.58,487
DEBIT,0,20,7,7,20446.19,2920.88,665.05,487
TRANSFER,0,20,7,9,4123979.54,458219.95,335620.26,487
CASH_OUT,0,20,7,2,3028782.44,1514391.22,2068603.01,487
TRANSFER,0,20,8,2,4059655.32,2029827.66,2870595.67,488
CASH_OUT,0,20,8,1,4059645.32,4059645.32,0.00,488
TRANSFER,0,20,9,1,4025309.78,4025309.78,0.00,489
CASH_OUT,0,20,9,1,4025309.78,4025309.78,0.00,489
CASH_IN,0,20,10,313,48675715.29,155513.47,4753.34,490
PAYMENT,0,20,10,247,2877821.30,11651.10,397.20,490
DEBIT,0,20,10,21,2198121.30,104672.44,10125.14,490
TRANSFER,0,20,10,80,42156985.73,526962.32,105916.62,490
CASH_OUT,0,20,10,284,51483904.69,181281.35,30554.74,490
CASH_IN,0,20,12,394,63353482.02,160795.64,4395.28,492
PAYMENT,0,20,12,296,5969401.65,20166.90,659.82,492
DEBIT,0,20,12,40,104986.05,2624.65,234.85,492
TRANSFER,0,20,12,89,79218605.37,890096.69,64844.11,492
CASH_OUT,0,20,12,400,62149169.86,155372.92,12130.46,492
CASH_IN,0,20,13,160,24399917.92,152499.49,6372.28,493
PAYMENT,0,20,13,100,1017927.18,10179.27,542.02,493
DEBIT,0,20,13,10,37364.93,3736.49,279.51,493
TRANSFER,0,20,13,35,34216584.96,977616.71,107857.19,493
CASH_OUT,0,20,13,148,23211151.65,156832.11,19251.85,493
TRANSFER,0,20,14,1,20.00,20.00,0.00,494
CASH_IN,0,20,15,282,40427826.82,143361.09,4494.54,495
PAYMENT,0,20,15,177,1490619.23,8421.58,330.36,495
DEBIT,0,20,15,16,37268.82,2329.30,205.20,495
TRANSFER,0,20,15,58,52520867.11,905532.19,96232.36,495
CASH_OUT,0,20,15,267,40547261.22,151862.40,19604.70,495
CASH_IN,0,20,16,65,9957392.92,153190.66,10454.08,496
PAYMENT,0,20,16,37,359872.77,9726.29,866.15,496
DEBIT,0,20,16,6,12107.59,2017.93,310.93,496
TRANSFER,0,20,16,19,8545949.47,449786.81,144868.43,496
CASH_OUT,0,20,16,48,8500995.99,177104.08,58645.61,496
TRANSFER,0,20,17,5,12794639.99,2558928.00,867658.12,497
CASH_OUT,0,20,17,5,12794639.99,2558928.00,867658.12,497
TRANSFER,0,20,18,2,4483238.73,2241619.37,3170100.22,498
CASH_OUT,0,20,18,1,4483218.73,4483218.73,0.00,498
TRANSFER,0,20,19,2,13441784.08,6720892.04,3316805.34,499
CASH_OUT,0,20,19,2,13441784.08,6720892.04,3316805.34,499
CASH_IN,0,20,20,490,58603208.80,119598.39,3147.04,500
PAYMENT,0,20,20,418,2515420.69,6017.75,155.03,500
DEBIT,0,20,20,32,65414.09,2044.19,399.55,500
TRANSFER,0,20,20,112,23793597.18,212442.83,78444.20,500
CASH_OUT,0,20,20,443,54190368.43,122325.89,19883.57,500
TRANSFER,0,20,21,1,1991615.85,1991615.85,0.00,501
CASH_OUT,0,20,21,1,1991615.85,1991615.85,0.00,501
CASH_IN,0,20,22,3,284101.56,94700.52,56631.49,502
PAYMENT,0,20,22,6,39512.00,6585.33,1134.92,502
DEBIT,0,20,22,1,2913.38,2913.38,0.00,502
CASH_OUT,0,20,22,2,86067.20,43033.60,17287.02,502
CASH_IN,0,20,23,128,15313026.45,119633.02,6291.36,503
PAYMENT,0,20,23,244,974780.30,3995.00,124.67,503
DEBIT,0,20,23,14,22044.20,1574.59,326.51,503
TRANSFER,0,20,23,16,11689592.91,730599.56,439453.09,503
CASH_OUT,0,20,23,26,11974101.60,460542.37,272581.59,503
TRANSFER,0,21,0,2,3767604.73,1883802.37,2663816.01,504
CASH_OUT,0,21,0,1,3767404.73,3767404.73,0.00,504
CASH_IN,0,21,1,56,4272022.59,76286.12,7803.55,505
PAYMENT,0,21,1,106,546182.89,5152.67,249.80,505
DEBIT,0,21,1,14,25361.85,1811.56,160.29,505
TRANSFER,0,21,1,13,1710772.73,131597.90,27716.94,505
CASH_OUT,0,21,1,8,754387.36,94298.42,13452.46,505
TRANSFER,0,21,3,1,5155653.36,5155653.36,0.00,507
CASH_OUT,0,21,3,1,5155653.36,5155653.36,0.00,507
TRANSFER,0,21,4,1,916382.23,916382.23,0.00,508
CASH_OUT,0,21,4,1,916382.23,916382.23,0.00,508
PAYMENT,0,21,5,5,17365.05,3473.01,1174.49,509
TRANSFER,0,21,5,1,2476215.96,2476215.96,0.00,509
CASH_OUT,0,21,5,1,2476215.96,2476215.96,0.00,509
TRANSFER,0,21,6,1,4280910.58,4280910.58,0.00,510
CASH_OUT,0,21,6,1,4280910.58,4280910.58,0.00,510
TRANSFER,0,21,7,2,9568956.56,4784478.28,4645687.79,511
CASH_OUT,0,21,7,2,9568956.56,4784478.28,4645687.79,511
TRANSFER,0,21,8,2,6938510.77,3469255.39,158304.23,512
CASH_OUT,0,21,8,2,6938510.77,3469255.39,158304.23,512
TRANSFER,0,21,9,1,2338918.92,2338918.92,0.00,513
CASH_OUT,0,21,9,1,2338918.92,2338918.92,0.00,513
CASH_IN,0,21,10,651,96791017.39,148680.52,3051.29,514
PAYMENT,0,21,10,602,6206776.68,10310.26,213.56,514
DEBIT,0,21,10,48,126412.90,2633.60,174.48,514
TRANSFER,0,21,10,168,166634763.43,991873.59,43020.92,514
CASH_OUT,0,21,10,594,92699717.97,156060.13,7203.84,514
TRANSFER,0,21,11,2,3339832.52,1669916.26,2361604.08,515
CASH_OUT,0,21,11,1,3339822.52,3339822.52,0.00,515
TRANSFER,0,21,12,3,10900313.50,3633437.83,2317679.14,516
CASH_OUT,0,21,12,2,10900303.50,5450151.75,1297632.33,516
CASH_IN,0,21,13,97,14485590.23,149335.98,8723.88,517
PAYMENT,0,21,13,74,1237187.75,16718.75,926.52,517
DEBIT,0,21,13,8,22329.49,2791.19,575.42,517
TRANSFER,0,21,13,10,7604151.76,760415.18,416553.66,517
CASH_OUT,0,21,13,103,19372754.06,188084.99,40798.77,517
CASH_IN,0,21,14,300,48377815.68,161259.39,5392.44,518
PAYMENT,0,21,14,194,1650612.81,8508.31,310.83,518
DEBIT,0,21,14,22,42790.44,1945.02,169.68,518
TRANSFER,0,21,14,65,22456120.12,345478.77,21606.17,518
CASH_OUT,0,21,14,273,39041646.08,143009.69,4128.42,518
TRANSFER,0,21,15,1,20.00,20.00,0.00,519
CASH_IN,0,21,16,259,41451531.53,160044.52,6000.78,520
PAYMENT,0,21,16,173,1687867.25,9756.46,420.68,520
DEBIT,0,21,16,15,40741.93,2716.13,232.03,520
TRANSFER,0,21,16,61,44259990.15,725573.61,139540.46,520
CASH_OUT,0,21,16,246,48828947.90,198491.66,36690.82,520
TRANSFER,0,21,17,1,20.00,20.00,0.00,521
CASH_IN,0,21,18,1393,201036786.58,144319.30,2091.15,522
PAYMENT,0,21,18,1032,4872630.37,4721.54,74.70,522
DEBIT,0,21,18,115,405204.31,3523.52,226.23,522
TRANSFER,0,21,18,291,386050339.88,1326633.47,44500.61,522
CASH_OUT,0,21,18,1561,193028854.80,123657.18,2814.55,522
TRANSFER,0,21,19,2,3552259.82,1776129.91,2511798.72,523
CASH_OUT,0,21,19,1,3552239.82,3552239.82,0.00,523
CASH_IN,0,21,20,199,23907748.97,120139.44,5023.42,524
PAYMENT,0,21,20,185,2632968.99,14232.26,532.02,524
DEBIT,0,21,20,10,22117.17,2211.72,360.26,524
TRANSFER,0,21,20,37,20552580.38,555475.15,182025.15,524
CASH_OUT,0,21,20,178,28912064.51,162427.33,39700.57,524
CASH_IN,0,21,21,572,61553454.54,107610.93,2788.65,525
PAYMENT,0,21,21,704,10976724.13,15591.94,323.70,525
DEBIT,0,21,21,73,174472.16,2390.03,144.90,525
TRANSFER,0,21,21,100,19927807.64,199278.08,27735.36,525
CASH_OUT,0,21,21,364,38758968.85,106480.68,7530.56,525
CASH_IN,0,21,22,166,17026906.06,102571.72,5140.55,526
PAYMENT,0,21,22,269,965125.71,3587.83,102.13,526
DEBIT,0,21,22,22,68188.81,3099.49,420.96,526
TRANSFER,0,21,22,38,12192549.13,320856.56,120598.64,526
CASH_OUT,0,21,22,77,13661768.50,177425.56,59226.82,526
CASH_IN,0,21,23,174,17389879.70,99941.84,4798.29,527
PAYMENT,0,21,23,368,1295721.99,3520.98,90.13,527
DEBIT,0,21,23,20,72144.49,3607.22,739.08,527
TRANSFER,0,21,23,35,7145724.92,204163.57,18984.98,527
CASH_OUT,0,21,23,44,3980985.91,90476.95,6185.84,527
CASH_IN,0,22,0,55,5006703.82,91030.98,7096.91,528
PAYMENT,0,22,0,107,428186.29,4001.74,167.26,528
DEBIT,0,22,0,7,15972.05,2281.72,838.19,528
TRANSFER,0,22,0,8,14543885.67,1817985.71,1375576.46,528
CASH_OUT,0,22,0,12,14970397.40,1247533.12,911480.24,528
TRANSFER,0,22,1,2,11496808.03,5748404.01,2622613.25,529
CASH_OUT,0,22,1,2,11496808.03,5748404.01,2622613.25,529
CASH_IN,0,22,2,7,712420.89,101774.41,22420.20,530
PAYMENT,0,22,2,6,15382.08,2563.68,545.92,530
DEBIT,0,22,2,2,2812.90,1406.45,35.37,530
TRANSFER,0,22,2,3,1563401.59,521133.86,326052.17,530
CASH_OUT,0,22,2,2,1160672.80,580336.40,653543.85,530
PAYMENT,0,22,3,4,12529.64,3132.41,1532.89,531
TRANSFER,0,22,3,4,7137057.34,1784264.33,1192800.28,531
CASH_OUT,0,22,3,2,7137017.34,3568508.67,266159.91,531
TRANSFER,0,22,5,1,3271341.45,3271341.45,0.00,533
CASH_OUT,0,22,5,1,3271341.45,3271341.45,0.00,533
CASH_IN,0,22,6,15,4415084.92,294338.99,35167.13,534
PAYMENT,0,22,6,28,76495.37,2731.98,187.68,534
DEBIT,0,22,6,1,2445.45,2445.45,0.00,534
TRANSFER,0,22,6,4,585048.71,146262.18,25579.81,534
CASH_OUT,0,22,6,2,366008.73,183004.37,52365.18,534
TRANSFER,0,22,7,3,10587756.24,3529252.08,1236916.23,535
CASH_OUT,0,22,7,3,10587756.24,3529252.08,1236916.23,535
CASH_IN,0,22,10,254,34711879.67,136660.94,4817.74,538
PAYMENT,0,22,10,122,646916.37,5302.59,238.13,538
DEBIT,0,22,10,19,76167.36,4008.81,784.49,538
TRANSFER,0,22,10,50,79109846.41,1582196.93,114245.30,538
CASH_OUT,0,22,10,253,34592126.34,136727.77,3851.88,538
TRANSFER,0,22,11,1,4441264.46,4441264.46,0.00,539
CASH_OUT,0,22,11,1,4441264.46,4441264.46,0.00,539
CASH_IN,0,22,12,489,75550261.63,154499.51,3937.62,540
PAYMENT,0,22,12,399,3117919.67,7814.34,207.03,540
DEBIT,0,22,12,35,187560.80,5358.88,375.28,540
TRANSFER,0,22,12,119,84055374.22,706347.68,36381.46,540
CASH_OUT,0,22,12,404,56280516.42,139308.21,3367.17,540
CASH_IN,0,22,14,340,50123523.32,147422.13,4559.84,542
PAYMENT,0,22,14,286,3172588.64,11092.97,353.84,542
DEBIT,0,22,14,29,75486.81,2602.99,208.08,542
TRANSFER,0,22,14,87,34053996.54,391425.25,19066.22,542
CASH_OUT,0,22,14,342,43866315.31,128264.08,3347.20,542
TRANSFER,0,22,15,3,5874568.10,1958189.37,1250231.74,543
CASH_OUT,0,22,15,2,5874558.10,2937279.05,707543.62,543
CASH_IN,0,22,16,434,63684980.02,146739.59,3952.66,544
PAYMENT,0,22,16,295,2797158.25,9481.89,296.25,544
DEBIT,0,22,16,36,135545.53,3765.15,337.19,544
TRANSFER,0,22,16,115,74641147.57,649053.46,37172.68,544
CASH_OUT,0,22,16,483,63695428.12,131874.59,2792.91,544
